,actual_mem_quote,sentence_a,sentence_b,label,confidence,title,mem_line_no,nonmem_line_no
144,"Year after year, twenty-something women come to New York City in search of the two L's: labels and love.
","Year after year, twenty-something women come to New York City in search of the two ""L's"": labels and love.",I had told Louise to put Big in a place where I would never have to hear from him again.,0,0.9433746561408043,"sex and the city
",680085,681470
145,"Ever Thine, Ever Mine, Ever Ours.
",Ever thine. Ever mine. Ever ours.,Which is why I called them.,0,0.9550916887819767,"sex and the city
",681524,681528
146,"I know, my head's in the Witness Protection Program.
",And in the subject box: two words: I'm sorry.,That's the point. My head is the witness protection program.,1,0.9650152921676636,"sex and the city
",681028,680993
147,"I curse the day you were born!
",I've got everything I ever wanted.,I curse the day you were born.,1,0.9229284524917603,"sex and the city
",681197,681102
148,"Here I am, you lucky people!
",It's a test of skill.,"Here I am, you lucky people!",1,0.9647204875946045,"this boy's life
",803522,803438
149,"Well... You can want in one hand and shit in the other, and see which one fills first.
",You gonna say you wouldn't join the Scouts because... him didn't wike his widdle uniform?,"Well, want in one hand and shit in the other -- see which gets full first.",1,0.7195043563842773,"this boy's life
",803876,803621
150,"Why, I'm so scared, I'm so scared, I'm so scared, wo-o-o!
","Well, he's got about as much chance of one as of the other.","Ooooooh, oh, I'm so scared. Oooh.",1,0.9248095750808716,"this boy's life
",804050,804073
151,"You left the cap off the toothpaste again.
",You left the lid off the damn toothpaste again.,Spat on the floor as I walked by.,0,0.9451691769063473,"this boy's life
",803977,803963
152,"To absent friends... To family.
",To absent friends... o family.,"You have the bridge, Commander.",0,0.9196515455842018,"star trek nemesis
",732619,732595
153,"You have the bridge... Mr. Troi.
","You have the bridge, Mister Troi!","Data, Worf, you're with me.",0,0.8132926821708679,"star trek nemesis
",731937,731932
154,"You're too slow, old man.
","You're too slow, old man. Attack pattern Shinzon Theta.",And you can't contact Starfleet.,0,0.9546075314283371,"star trek nemesis
",732456,732466
155,"For now we see but through a glass darkly.
",We'll never know what Shinzon might have been.,"""For now we see but through a glass darkly..."" He said he's a mirror.",1,0.8982726335525513,"star trek nemesis
",732432,732442
156,"I will always be puzzled by the human predilection for piloting vehicles at unsafe velocities.
",I will always be baffled by the human predilection for piloting vehicles at unsafe velocities.,I believe my memory engrams would sense the absence of your specific reactions and behavior.,0,0.9454207383096218,"star trek nemesis
",731940,731871
157,"Ladies and gentlemen, and invited transgendered species...
","Geordi, if you will come with me.","Ladies and Gentlemen and invited Tran gendered species... In my study of Terran and Betazoid conjugal rites I have discovered it is traditional to present the ""happy couple"" with a gift. Given Commander Riker's affection for archaic musical forms I have elected to present the following as my gift in honor of their conjugation.",1,0.9634878635406494,"star trek nemesis
",731843,732598
158,"Can you learn to see in the dark, Captain?
","I have little interest in your quaint vessel, Captain.","Can you learn to see in the dark, Captain?",1,0.4672352075576782,"star trek nemesis
",732448,732472
159,"You know, all things considered, Data, I think you have nicer eyes.
",It has the ability to consume organic material at the subatomic level.,I think you have nicer eyes.,1,0.7728173434734344,"star trek nemesis
",731981,732241
160,"I think it's time to try some unsafe velocities.
","No cold feet, or any other parts of our anatomy.","Shall we try some ""unsafe velocities?""",1,0.9066731929779053,"star trek nemesis
",731971,731922
161,"Some ideals are worth dying for, aren't they, Jean-Luc?
","Some ideals are worth dying for, aren't they, Jean Luc?",Why should the rest of your crew have to die?,0,0.8028286695480347,"star trek nemesis
",732583,732565
162,"Why do you have a shiny head?
",You have a shiny head.,I have two arms and ten fingers.,0,0.7664818465709686,"star trek nemesis
",731967,731963
163,"Professor Marvel never guesses, he knows!
","Professor Marvel never guesses -- he knows! Now, why are you running away?","Well, well, well -- house guests, huh?",0,0.9545375779271126,"the wizard of oz
",879687,879684
164,"Unusual weather we're having, ain't it?
",I'd be monarch of all I survey....,"Oh -- unusual weather we're having, ain't it?",1,0.5163898468017578,"the wizard of oz
",880130,880220
165,"How about a little fire, Scarecrow?
",Ah -- now we've got them!,"How about a little fire, Scarecrow?",1,0.9215337038040161,"the wizard of oz
",880485,880480
166,"Where do you want to be oiled first?
",We've come such a long way already.,Where do you want to be oiled first?,1,0.04069352149963379,"the wizard of oz
",879954,879989
167,"A heart is not judged by how much you love; but by how much you are loved by others.
","Times being what they were, I accepted the job, -- retaining my balloon against the advent of a quick get-away.","...that a heart is not judged by how much you love, but by how much you are loved by others.",1,0.6356158256530762,"the wizard of oz
",880584,880610
168,"Pay no attention to that man behind the curtain.
",...attention to that man behind the curtain. Go - before I lose my temper! The Great and Powerful ---....,Tap - tap - tap - tap - What was that - that - that?,0,0.9556117840111256,"the wizard of oz
",880534,880272
169,"I can barely hear my heart beating!
",That's what the other man said.,I can fairly hear my heart beating!,1,0.9157638549804688,"the wizard of oz
",880208,880204
170,"To confer, converse, and otherwise hob-nob with my brother wizards.
",You are now a member of the Legion of Courage!,"To confer, converse, and otherwise hob- nob with my brother wizards. And I hereby decree that until what time -- if any -- that I return, the Scarecrow, by virtue of his highly superior brains, shall rule in my stead...assisted by the Tin Man, by virtue of his magnificent heart...and the Lion -- by virtue of his courage! Obey them as you would me! And - ah - well, that's all.",1,0.9614595174789429,"the wizard of oz
",880613,880577
171,"I think I'll miss you most of all.
",I think I'll miss you most of all.,"Oh, dear -- that's too wonderful to be true!",0,0.9385712929069996,"the wizard of oz
",880650,880646
172,"I've got a witch mad at me and you might get into trouble!
","Are you doing that on purpose, or can't you make up your mind?","But maybe you'd better not. I've got a witch mad at me, and you might get into trouble.",1,0.9596275091171265,"the wizard of oz
",879916,879865
173,"Only bad witches are ugly.
",She brings you good news.,Only bad witches are ugly.,1,0.9385963678359985,"the wizard of oz
",879766,879773
174,"He's not coming back.
",He's not coming back.,If I had a horse...,0,0.8215805888175964,"the nines
",566846,566928
175,"I look upon a woman as a whole.
",Ask her the name of the first hospital.,Because I look upon a woman as a whole.,1,0.8501332998275757,"man trouble
",505364,505399
176,"Here I am, sitting in the center of a lot of wealth, the escalation in crime couldn't be better, and I'm not turning a damn nickel on it!
","Jesus, here I am, sitting in the center of a lot of wealth, the escalation in crime couldn't be better, and I'm not turning a damn nickel on it...","I want to get a hold of this top private investigator, who's a close, personal friend of mine, okay, and get him to find out who this doctor is.",0,0.9319001138210297,"man trouble
",505115,505450
177,"I guess your Dad isn't on the Board of Directors of *that* company, is he?
",I guess your father's not a union representative on that company.,"Then call this number -- 555-7617: tell the man ""blue horseshoe loves Anacott Steel..."" You scored, Buddy!",0,0.9124042317271233,"wall street
",857485,857513
178,"Sure went down the toilet with that ugly bitch.
",Tell Mr. Ehrlich I've got important financial news!,"Boy, we sure went down the toilet on that ugly bitch. If we were Japs, we'd have to stay with our aircraft.",1,0.9649010896682739,"wall street
",857476,857534
179,"You gonna tell me the difference between this guy and that guy is luck?
","You really think the difference 'tween this guy and that guy is luck? Mohammed, pull over.","Use a stop loss so your downside is 50,000, and buy yourself a decent suit.",0,0.9557232521474361,"wall street
",857504,857454
180,"The most valuable commodity I know of is information.
",'Cause they're sheep -- and the sheep get slaughtered.,The most valuable commodity I know of is information. Wouldn't you agree on that?,1,0.9598777294158936,"wall street
",857487,857489
181,"I'm gonna make you rich, Bud Fox.
",It's been wired to you -- play with it.,"Yeah, I'm gonna make you rich, Bud Fox. I'm gonna make you rich enough you can afford a girl like Darien. Remember, power is the best aphrodisiac. This is your wake-up call. Go to work.",1,0.9631385803222656,"wall street
",857659,857655
182,"We're all just one trade away from humility.
","...things are so bad, even the liars are complaining.","...we're all just one trade away from humility, Buddy...",1,0.9571828842163086,"wall street
",857729,857769
183,"It's not always the most popular person who gets the job done.
","Well in my book, you either do it right or you get eliminated.","It's not always the most popular guy who gets the job done. You got losses of 20 to 30 million dollars, dividends cut to zero, you're getting squeezed to death by the majors. Present management may not be the worst scum of the earth, but they're the ones who've put you on a kamikaze course, and pretty soon everybody's going to be scrambling for the parachutes. Only there aren't enough to go around. Management has them. You don't. If they throw Bluestar into Chapter 11--which I think they will--then they can use bankruptcy laws to break your unions and your contracts and throw you guys off the property.",1,0.9605181217193604,"wall street
",857810,857726
